time,temperature,humidity
1503711816000,30.3,69.5
1503712416000,30.3,69.5
1503713016000,30.2,69.5
1503713616000,30.2,69.5
1503714216000,30.2,69.5
1503714816000,30.2,69.5
1503715416000,30.2,69.4
1503716016000,30.1,69.4
1503716616000,30.1,69.4
1503717216000,30.1,69.4
1503717816000,30.1,69.4
1503718416000,30.1,69.9
1503719016000,30.0,69.4
1503719616000,30.0,69.9
1503720216000,30.0,69.9
1503720816000,30.0,69.9
1503721416000,30.0,69.9
1503722016000,29.9,69.9
1503722616000,29.9,69.9
1503723216000,29.9,69.9
1503723816000,29.9,69.9
1503724416000,29.9,69.9
1503725016000,29.8,69.9
1503725616000,29.8,69.9
1503726216000,29.8,70.3
1503726816000,29.8,70.3
1503727416000,29.8,70.3
1503728016000,29.8,70.3
1503728616000,29.7,70.3
1503729216000,29.7,70.3
1503729816000,29.7,70.3
1503730416000,29.7,70.3
1503731016000,29.7,70.3
1503731616000,29.6,70.3
1503732216000,29.6,70.3
1503732816000,29.6,70.3
1503733416000,29.6,70.3
1503734016000,29.6,70.3
1503734616000,29.6,70.3
1503735216000,29.6,70.3
1503735816000,29.5,70.3
1503736416000,29.5,70.7
1503737016000,29.5,70.7
1503737616000,29.5,70.7
1503738216000,29.5,70.7
1503738816000,29.5,70.7
1503739416000,29.5,70.7
1503740016000,29.5,70.7
1503740616000,29.5,70.7
1503741216000,29.4,70.7
1503741816000,29.4,71.2
1503742416000,29.3,71.1
1503743016000,29.2,71.1
1503743616000,29.2,71.1
1503744216000,29.2,71.6
1503744816000,29.2,71.6
1503745416000,29.1,71.6
1503746016000,29.1,71.6
1503746616000,29.1,71.6
1503747216000,29.1,71.6
1503747816000,29.1,71.6
1503748416000,29.1,71.6
1503749016000,29.1,71.6
1503749616000,29.1,71.6
1503750216000,29.1,71.6
1503750816000,29.1,71.6
1503751416000,29.1,71.6
1503752016000,29.1,71.6
1503752616000,29.1,71.6
1503753216000,29.1,71.6
1503753816000,29.1,71.6
1503754416000,29.1,71.6
1503755016000,29.1,71.6
1503755616000,29.1,71.6
1503756216000,29.1,72.0
1503756816000,29.1,72.0
1503757416000,29.1,72.0
1503758016000,29.1,72.0
1503758616000,29.1,72.0
1503759216000,29.1,72.0
1503759816000,29.1,72.0
1503760416000,29.1,72.0
1503761016000,29.1,72.0
1503761616000,29.1,72.0
1503762216000,29.1,72.0
1503762816000,29.1,72.0
1503763416000,29.1,72.0
1503764016000,29.1,72.0
1503764616000,29.1,72.0
1503765216000,29.1,72.0
1503765816000,29.1,72.0
1503766416000,29.1,72.0
1503767016000,29.1,71.6
1503767616000,29.1,72.0
1503768216000,29.1,72.0
1503768816000,29.1,72.0
1503769416000,29.1,72.0
1503770016000,29.1,72.0
1503770616000,29.1,72.0
1503771216000,29.1,72.0
1503771816000,29.1,72.0
1503772416000,29.0,72.0
1503773016000,29.0,72.0
1503773616000,28.9,72.0
1503774216000,28.9,72.0
1503774816000,28.9,72.5
1503775416000,28.8,72.4
1503776016000,28.8,72.4
1503776616000,28.8,72.4
1503777216000,28.7,72.4
1503777816000,28.7,72.4
1503778416000,28.7,72.9
1503779016000,28.7,72.9
1503779616000,28.7,72.9
1503780216000,28.7,72.9
1503780816000,28.7,72.9
1503781416000,28.7,72.9
1503782016000,28.8,72.9
1503782616000,28.8,72.9
1503783216000,28.8,72.9
1503783816000,28.8,72.9
1503784416000,28.9,72.5
1503785016000,28.9,72.5
1503785616000,28.9,72.5
1503786216000,29.0,72.5
1503786816000,29.0,72.5
1503787416000,29.0,72.5
1503788016000,29.0,72.5
1503788616000,28.5,72.8
1503789216000,28.0,74.1
1503789816000,27.7,75.0
1503790416000,27.6,75.4
1503791016000,27.5,75.8
1503791616000,27.3,76.2
1503792216000,27.2,76.6
1503792816000,27.0,77.0
1503793416000,27.0,77.0
1503794016000,26.9,77.4
1503794616000,26.9,77.5
1503795216000,27.0,77.5
1503795816000,27.0,77.9
1503796416000,27.0,77.9
1503797016000,27.0,77.9
1503797616000,27.0,77.9
1503798216000,27.0,77.9
1503798816000,27.1,77.5
1503799416000,27.2,77.5
1503800016000,27.3,77.1
1503800616000,27.4,77.1
1503801216000,27.4,77.1
1503801816000,27.5,77.1
1503802416000,27.6,76.7
1503803016000,27.6,76.7
1503803616000,27.6,76.3
1503804216000,27.7,76.3
1503804816000,27.7,76.3
1503805416000,27.7,76.3
1503806016000,27.8,76.3
1503806616000,27.8,75.9
1503807216000,27.9,75.9
1503807816000,27.9,75.9
1503808416000,27.9,75.4
1503809016000,28.0,75.4
1503809616000,28.0,75.5
1503810216000,28.0,75.5
1503810816000,28.1,75.5
1503811416000,28.1,75.0
1503812016000,28.1,75.0
1503812616000,28.2,75.0
1503813216000,28.2,75.0
1503813816000,28.2,75.0
1503814416000,28.3,74.6
1503815016000,28.3,74.6
1503815616000,28.3,74.6
1503816216000,28.4,74.6
1503816816000,28.4,74.6
1503817416000,28.4,74.6
1503818016000,28.4,74.2
1503818616000,28.5,74.6
1503819216000,28.5,74.2
1503819816000,28.5,74.2
1503820416000,28.5,74.2
1503821016000,28.5,74.2
1503821616000,28.5,74.2
1503822216000,28.5,74.2
1503822816000,28.5,73.8
1503823416000,28.5,73.8
1503824016000,28.5,74.2
1503824616000,28.6,73.8
1503825216000,28.6,73.8
1503825816000,28.6,73.8
1503826416000,28.6,73.8
1503827016000,28.6,73.8
1503827616000,28.6,73.8
1503828216000,28.6,73.8
1503828816000,28.6,73.8
1503829416000,28.6,73.8
1503830016000,28.6,73.8
1503830616000,28.6,73.8
1503831216000,28.6,73.8
1503831816000,28.6,73.8
1503832416000,28.6,73.8
1503833016000,28.6,73.8
1503833616000,28.6,73.8
1503834216000,28.6,73.8
1503834816000,28.6,73.8
1503835416000,28.6,73.8
1503836016000,28.6,73.8
1503836616000,28.6,73.8
1503837216000,28.6,73.8
1503837816000,28.7,73.8
1503838416000,28.7,73.3
1503839016000,28.7,73.8
1503839616000,28.7,73.3
1503840216000,28.7,73.3
1503840816000,28.7,73.3
1503841416000,28.7,73.3
1503842016000,28.7,73.3
1503842616000,28.7,73.8
1503843216000,28.7,73.3
1503843816000,28.7,73.3
1503844416000,28.7,73.8
1503845016000,28.7,73.3
1503845616000,28.7,73.3
1503846216000,28.5,73.3
1503846816000,28.2,74.1
1503847416000,27.9,74.5
1503848016000,27.7,75.4
1503848616000,27.4,75.8
1503849216000,27.2,76.2
1503849816000,27.0,76.6
1503850416000,27.0,77.0
1503851016000,27.0,76.6
1503851616000,26.9,77.0
1503852216000,26.9,77.4
1503852816000,26.9,77.4
1503853416000,26.9,77.4
1503854016000,27.0,77.4
1503854616000,27.0,77.5
1503855216000,27.0,77.5
1503855816000,27.0,77.5
1503856416000,27.0,77.5
1503857016000,26.9,77.5
1503857616000,26.9,77.9
1503858216000,26.8,77.4
1503858816000,26.8,77.9
1503859416000,26.8,77.9
1503860016000,26.8,77.9
1503860616000,26.8,77.8
1503861216000,26.8,77.9
1503861816000,26.8,77.9
1503862416000,26.8,77.9
1503863016000,26.8,77.9
1503863616000,26.8,77.9
1503864216000,26.9,77.9
1503864816000,26.8,77.9
1503865416000,26.9,77.9
1503866016000,26.9,77.9
1503866616000,26.9,77.9
1503867216000,26.9,77.9
1503867816000,26.9,77.9
1503868416000,26.9,77.9
1503869016000,26.9,77.9
1503869616000,26.9,77.9
1503870216000,26.9,77.9
1503870816000,26.9,77.4
1503871416000,26.9,77.4
1503872016000,26.9,77.4
1503872616000,26.9,77.4
1503873216000,26.9,77.9
1503873816000,26.8,77.9
1503874416000,26.7,77.8
1503875016000,26.7,77.8
1503875616000,26.7,77.8
1503876216000,26.6,77.8
1503876816000,26.6,78.3
1503877416000,26.6,78.2
1503878016000,26.5,78.2
1503878616000,26.5,78.2
1503879216000,26.5,78.2
1503879816000,26.5,78.2
1503880416000,26.5,78.2
1503881016000,26.4,78.2
1503881616000,26.4,78.7
1503882216000,26.4,78.6
1503882816000,26.4,78.6
1503883416000,26.4,78.6
1503884016000,26.4,78.6
1503884616000,26.4,78.6
1503885216000,26.3,78.6
1503885816000,26.3,78.6
1503886416000,26.3,78.6
1503887016000,26.3,78.6
1503887616000,26.3,78.6
1503888216000,26.3,78.6
1503888816000,26.3,78.6
1503889416000,26.3,78.6
1503890016000,26.4,78.6
1503890616000,26.4,78.6
1503891216000,26.4,78.6
1503891816000,26.4,78.6
1503892416000,26.4,78.6
1503893016000,26.4,78.6
1503893616000,26.4,78.6
1503894216000,26.5,78.7
1503894816000,26.5,78.7
1503895416000,26.5,78.7
1503896016000,26.5,78.7
1503896616000,26.5,78.2
1503897216000,26.5,78.2
1503897816000,26.5,78.2
1503898416000,26.5,78.2
1503899016000,26.6,78.2
1503899616000,26.6,78.3
1503900216000,26.7,77.8
1503900816000,26.7,77.8
1503901416000,26.7,77.8
1503902016000,26.8,77.8
1503902616000,26.8,77.4
1503903216000,26.8,77.4
1503903816000,26.9,77.4
1503904416000,26.9,77.4
1503905016000,26.9,77.0
1503905616000,27.0,77.0
1503906216000,27.0,77.0
1503906816000,27.0,77.0
1503907416000,27.0,77.0
1503908016000,27.0,77.0
1503908616000,27.0,77.0
1503909216000,27.0,76.6
1503909816000,27.1,76.6
1503910416000,27.1,76.6
1503911016000,27.1,76.6
1503911616000,27.1,76.2
1503912216000,27.1,76.2
1503912816000,27.1,76.2
1503913416000,27.0,76.6
1503914016000,27.0,76.6
1503914616000,27.0,76.6
1503915216000,27.0,76.6
1503915816000,27.0,76.6
1503916416000,27.0,76.6
1503917016000,27.0,76.6
1503917616000,27.0,76.6
1503918216000,27.0,76.6
1503918816000,27.0,76.6
1503919416000,27.0,76.6
1503920016000,27.0,76.6
1503920616000,27.0,76.6
1503921216000,27.0,76.6
1503921816000,27.0,76.6
1503922416000,27.0,76.6
1503923016000,27.0,76.6
1503923616000,27.0,76.1
1503924216000,27.0,76.1
1503924816000,27.0,76.1
1503925416000,27.0,76.2
1503926016000,27.0,76.2
1503926616000,27.1,76.2
1503927216000,27.1,75.7
1503927816000,27.1,75.7
1503928416000,27.1,75.7
1503929016000,27.1,75.7
1503929616000,27.2,75.7
1503930216000,27.2,75.7
1503930816000,27.2,75.3
1503931416000,27.2,75.3
1503932016000,27.2,75.3
1503932616000,27.2,75.3
1503933216000,27.3,75.3
1503933816000,27.3,75.3
1503934416000,27.3,75.3
1503935016000,27.3,75.3
1503935616000,27.3,75.3
1503936216000,27.3,75.3
1503936816000,27.4,74.9
1503937416000,27.4,74.9
1503938016000,27.4,74.9
1503938616000,27.4,74.9
1503939216000,27.5,74.9
1503939816000,27.5,74.9
1503940416000,27.5,74.9
1503941016000,27.6,74.5
1503941616000,27.6,74.5
1503942216000,27.7,74.5
1503942816000,27.7,74.5
1503943416000,27.7,74.5
1503944016000,27.7,74.1
1503944616000,27.8,74.1
1503945216000,27.8,74.1
1503945816000,27.9,74.1
1503946416000,28.0,73.7
1503947016000,28.0,73.7
1503947616000,28.1,73.7
1503948216000,28.2,73.2
1503948816000,28.2,73.2
1503949416000,28.3,73.3
1503950016000,28.4,72.8
1503950616000,28.5,72.8
1503951216000,28.5,72.8
1503951816000,28.5,72.4
1503952416000,28.6,72.4
1503953016000,28.7,72.0
1503953616000,28.8,72.0
1503954216000,28.9,72.0
1503954816000,28.9,71.6
1503955416000,29.0,71.6
1503956016000,29.1,71.1
1503956616000,29.2,71.1
1503957216000,29.3,71.1
1503957816000,29.4,70.7
1503958416000,29.4,70.7
1503959016000,29.5,70.3
1503959616000,29.5,70.3
1503960216000,29.6,70.3
1503960816000,29.7,69.8
1503961416000,29.7,69.8
1503962016000,29.8,69.9
1503962616000,29.9,69.4
1503963216000,29.9,69.4
1503963816000,30.0,69.4
1503964416000,30.0,69.0
1503965016000,30.1,69.0
1503965616000,30.2,69.0
1503966216000,30.2,69.0
1503966816000,30.3,68.5
1503967416000,30.3,68.5
1503968016000,30.4,68.5
1503968616000,30.4,68.6
1503969216000,30.4,68.6
1503969816000,30.5,68.1
1503970416000,30.5,68.1
1503971016000,30.5,68.1
1503971616000,30.5,68.1
1503972216000,30.5,68.1
1503972816000,30.6,68.1
1503973416000,30.6,67.6
1503974016000,30.6,67.6
1503974616000,30.6,67.6
1503975216000,30.6,67.6
1503975816000,30.6,67.7
1503976416000,30.6,67.6
1503977016000,30.6,67.7
1503977616000,30.6,67.7
1503978216000,30.7,67.7
1503978816000,30.6,67.6
1503979416000,30.6,67.7
1503980016000,30.6,67.6
1503980616000,30.6,67.6
1503981216000,30.6,67.6
1503981816000,30.6,67.6
1503982416000,30.6,67.6
1503983016000,30.6,67.6
1503983616000,30.5,67.6
1503984216000,30.5,67.6
1503984816000,30.5,67.6
1503985416000,30.5,67.6
1503986016000,30.5,67.6
1503986616000,30.5,67.6
1503987216000,30.5,68.1
1503987816000,30.5,67.6
1503988416000,30.5,68.1
1503989016000,30.4,68.1
1503989616000,30.4,68.1
1503990216000,30.4,68.1
1503990816000,30.4,68.1
1503991416000,30.3,68.1
1503992016000,30.3,68.1
1503992616000,30.3,68.1
1503993216000,30.3,68.1
1503993816000,30.3,68.0
1503994416000,30.2,68.0
1503995016000,30.2,68.1
1503995616000,30.2,68.0
1503996216000,30.2,68.0
1503996816000,30.2,68.0
1503997416000,30.1,68.0
1503998016000,30.1,68.0
1503998616000,30.1,68.5
1503999216000,30.1,68.5
1503999816000,30.1,68.5
1504000416000,30.1,68.5
1504001016000,30.0,68.5
1504001616000,30.0,68.5
1504002216000,30.0,68.5
1504002816000,30.0,68.5
1504003416000,30.0,68.5
1504004016000,30.0,68.5
1504004616000,30.0,68.5
1504005216000,30.0,68.5
1504005816000,30.0,68.5
1504006416000,29.9,68.5
1504007016000,29.9,68.5
1504007616000,29.9,68.5
1504008216000,29.9,68.5
1504008816000,29.9,68.5
1504009416000,29.9,68.5
1504010016000,29.9,68.5
1504010616000,29.9,68.9
1504011216000,29.9,68.9
1504011816000,29.9,68.9
1504012416000,29.9,68.9
1504013016000,29.9,68.9
1504013616000,29.8,68.9
1504014216000,29.8,68.9
1504014816000,29.8,68.9
1504015416000,29.8,68.9
1504016016000,29.8,68.9
1504016616000,29.8,68.9
1504017216000,29.8,68.9
1504017816000,29.8,68.9
1504018416000,29.8,68.9
1504019016000,29.8,68.9
1504019616000,29.8,68.9
1504020216000,29.8,68.9
1504020816000,29.8,68.9
1504021416000,29.8,68.9
1504022016000,29.8,68.9
1504022616000,29.8,68.9
1504023216000,29.8,68.9
1504023816000,29.8,68.9
1504024416000,29.8,68.9
1504025016000,29.8,68.9
1504025616000,29.8,68.9
1504026216000,29.8,68.9
1504026816000,29.9,68.9
1504027416000,29.9,68.9
1504028016000,29.9,68.9
1504028616000,29.9,68.9
1504029216000,29.9,68.9
1504029816000,30.0,68.5
1504030416000,30.0,68.5
1504031016000,30.0,68.5
1504031616000,30.1,68.5
1504032216000,30.1,68.5
1504032816000,30.2,68.5
1504033416000,30.2,68.5
1504034016000,30.3,68.5
1504034616000,30.3,68.1
1504035216000,30.3,68.1
1504035816000,30.4,68.1
1504036416000,30.4,68.1
1504037016000,30.5,68.1
1504037616000,30.5,68.1
1504038216000,30.5,67.6
1504038816000,30.5,67.6
1504039416000,30.6,67.6
1504040016000,30.6,67.6
1504040616000,30.7,67.7
1504041216000,30.7,67.7
1504041816000,30.8,67.2
1504042416000,30.8,67.2
1504043016000,30.8,67.2
1504043616000,30.9,67.2
1504044216000,30.9,67.2
1504044816000,30.9,67.2
1504045416000,31.0,67.2
1504046016000,31.0,66.7
1504046616000,31.0,66.7
1504047216000,31.0,66.8
1504047816000,31.0,66.8
1504048416000,31.1,66.8
1504049016000,31.1,66.8
1504049616000,31.1,66.8
1504050216000,31.1,66.8
1504050816000,31.1,66.8
1504051416000,31.1,66.8
1504052016000,31.1,66.8
1504052616000,31.1,66.8
1504053216000,31.1,66.8
1504053816000,31.1,66.8
1504054416000,31.1,66.8
1504055016000,31.1,66.8
1504055616000,31.1,66.8
1504056216000,31.1,66.8
1504056816000,31.1,66.8
1504057416000,31.1,66.8
1504058016000,31.1,66.8
1504058616000,31.1,66.8
1504059216000,31.1,66.8
1504059816000,31.1,66.8
1504060416000,31.1,66.8
1504061016000,31.1,67.2
1504061616000,31.0,67.2
1504062216000,31.0,66.7
1504062816000,31.0,67.2
1504063416000,31.0,67.2
1504064016000,31.0,67.2
1504064616000,31.0,67.2
1504065216000,31.0,67.2
1504065816000,30.9,67.2
1504066416000,30.9,67.2
1504067016000,30.9,67.2
1504067616000,30.9,67.2
1504068216000,30.9,67.2
1504068816000,30.8,67.2
1504069416000,30.8,67.2
1504070016000,30.8,67.2
1504070616000,30.8,67.7
1504071216000,30.8,67.7
1504071816000,30.8,67.7
1504072416000,30.8,67.7
1504073016000,30.7,67.7
1504073616000,30.7,67.7
1504074216000,30.7,67.7
1504074816000,30.7,67.7
1504075416000,30.7,67.6
1504076016000,30.6,67.7
1504076616000,30.6,67.6
1504077216000,30.6,67.7
1504077816000,30.6,67.6
1504078416000,30.6,67.6
1504079016000,30.5,68.1
1504079616000,30.5,68.1
1504080216000,30.5,68.1
1504080816000,30.5,68.1
1504081416000,30.5,68.1
1504082016000,30.5,68.1
1504082616000,30.5,68.1
1504083216000,30.5,68.1
1504083816000,30.5,68.1
1504084416000,30.5,68.1
1504085016000,30.5,68.1
1504085616000,30.4,68.1
1504086216000,30.4,68.6
1504086816000,30.4,68.5
1504087416000,30.4,68.5
1504088016000,30.4,68.5
1504088616000,30.3,68.5
1504089216000,30.3,68.5
1504089816000,30.3,68.5
1504090416000,30.3,68.5
1504091016000,30.3,68.5
1504091616000,30.3,68.5
1504092216000,30.3,68.5
1504092816000,30.2,68.5
1504093416000,30.2,68.5
1504094016000,30.2,68.5
1504094616000,30.2,68.5
1504095216000,30.2,68.5
1504095816000,30.2,69.0
1504096416000,30.2,69.0
1504097016000,30.1,69.0
1504097616000,30.1,69.0
1504098216000,30.1,69.0
1504098816000,30.1,69.0
1504099416000,30.1,69.0
1504100016000,30.1,69.0
1504100616000,30.1,69.0
1504101216000,30.1,69.0
1504101816000,30.1,69.0
1504102416000,30.1,69.0
1504103016000,30.0,69.0
1504103616000,30.0,69.0
1504104216000,30.0,69.0
1504104816000,30.0,69.4
1504105416000,30.0,69.4
1504106016000,30.0,69.4
1504106616000,30.0,69.4
1504107216000,30.0,69.4
1504107816000,30.0,69.4
1504108416000,30.0,69.4
1504109016000,30.0,69.4
1504109616000,29.9,69.4
1504110216000,29.9,69.4
1504110816000,29.9,69.4
1504111416000,29.9,69.4
1504112016000,29.9,69.4
1504112616000,29.9,69.4
1504113216000,29.9,69.4
1504113816000,29.9,69.4
1504114416000,29.9,69.4
1504115016000,29.9,69.4
1504115616000,29.9,69.4
1504116216000,29.9,69.4
1504116816000,29.9,69.4
1504117416000,29.9,69.4
1504118016000,29.9,69.4
1504118616000,29.9,69.4
1504119216000,29.9,69.4
1504119816000,29.9,69.4
1504120416000,29.9,69.4
1504121016000,29.9,69.4
1504121616000,30.0,69.4
1504122216000,30.0,69.4
1504122816000,30.0,69.4
1504123416000,30.0,69.4
1504124016000,30.1,69.4
1504124616000,30.1,69.5
1504125216000,30.1,69.5
1504125816000,30.2,69.0
1504126416000,30.2,69.0
1504127016000,30.2,69.0
1504127616000,30.2,69.0
1504128216000,30.3,69.0
1504128816000,30.3,69.0
1504129416000,30.3,69.0
1504130016000,30.3,69.0
1504130616000,30.4,69.0
1504131216000,30.4,69.0
1504131816000,30.4,69.0
1504132416000,30.4,69.0
1504133016000,30.4,68.6
1504133616000,30.4,68.6
1504134216000,30.4,68.6
1504134816000,30.4,68.6
1504135416000,30.4,68.6
1504136016000,30.4,68.6
1504136616000,30.5,68.6
1504137216000,30.5,68.6
1504137816000,30.5,68.6
1504138416000,30.5,68.6
1504139016000,30.5,68.6
1504139616000,30.5,68.6
1504140216000,30.5,68.6
1504140816000,30.5,68.6
1504141416000,30.5,68.6
1504142016000,30.5,68.6
1504142616000,30.5,68.6
1504143216000,30.5,68.6
1504143816000,30.5,68.6
1504144416000,30.5,68.6
1504145016000,30.5,68.6
1504145616000,30.5,68.6
1504146216000,30.5,68.6
1504146816000,30.5,68.6
1504147416000,30.5,68.6
1504148016000,30.5,68.6
1504148616000,30.5,68.6
1504149216000,30.5,68.6
1504149816000,30.5,68.6
1504150416000,30.5,68.6
1504151016000,30.5,68.6
1504151616000,30.5,68.6
1504152216000,30.5,68.6
1504152816000,30.4,68.6
1504153416000,30.4,68.6
1504154016000,30.4,68.6
1504154616000,30.4,68.6
1504155216000,30.4,68.6
1504155816000,30.4,68.5
1504156416000,30.4,68.6
1504157016000,30.4,68.6
1504157616000,30.4,68.6
1504158216000,30.4,69.0
1504158816000,30.4,69.0
1504159416000,30.4,69.0
1504160016000,30.3,69.0
1504160616000,30.3,69.0
1504161216000,30.3,69.0
1504161816000,30.3,69.0
1504162416000,30.3,69.0
1504163016000,30.3,69.0
1504163616000,30.3,69.0
1504164216000,30.3,69.0
1504164816000,30.3,69.0
1504165416000,30.3,69.0
1504166016000,30.3,69.0
1504166616000,30.3,69.0
1504167216000,30.3,69.0
1504167816000,30.2,69.0
1504168416000,30.2,69.0
1504169016000,30.2,69.0
1504169616000,30.2,69.0
1504170216000,30.2,69.0
1504170816000,30.2,69.0
1504171416000,30.2,69.0
1504172016000,30.2,69.0
1504172616000,30.2,69.0
1504173216000,30.2,69.0
1504173816000,30.2,69.0
1504174416000,30.2,69.0
1504175016000,30.2,69.0
1504175616000,30.2,69.0
1504176216000,30.2,69.0
1504176816000,30.1,69.0
1504177416000,30.1,69.5
1504178016000,30.1,69.4
1504178616000,30.1,69.5
1504179216000,30.1,69.4
1504179816000,30.1,69.4
1504180416000,30.1,69.4
1504181016000,30.1,69.4
1504181616000,30.1,69.4
1504182216000,30.1,69.4
1504182816000,30.1,69.4
1504183416000,30.1,69.4
1504184016000,30.1,69.4
1504184616000,30.1,69.4
1504185216000,30.1,69.4
1504185816000,30.1,69.4
1504186416000,30.1,69.4
1504187016000,30.1,69.4
1504187616000,30.0,69.4
1504188216000,30.0,69.4
1504188816000,30.0,69.4
1504189416000,30.0,69.4
1504190016000,30.0,69.4
1504190616000,30.0,69.4
1504191216000,30.0,69.4
1504191816000,30.0,69.4
1504192416000,30.0,69.4
1504193016000,30.0,69.4
1504193616000,30.0,69.4
1504194216000,30.0,69.4
1504194816000,30.0,69.4
1504195416000,30.0,69.4
1504196016000,30.0,69.4
1504196616000,30.0,69.4
1504197216000,30.0,69.4
1504197816000,30.0,69.4
1504198416000,30.0,69.4
1504199016000,30.0,69.4
1504199616000,30.0,69.4
1504200216000,30.0,69.4
1504200816000,30.0,69.4
1504201416000,30.0,69.4
1504202016000,30.0,69.4
1504202616000,30.1,69.4
1504203216000,30.1,69.4
1504203816000,30.1,69.4
1504204416000,30.1,69.4
1504205016000,30.1,69.4
1504205616000,30.1,69.4
1504206216000,30.2,69.4
1504206816000,30.2,69.5
1504207416000,30.2,69.5
1504208016000,30.2,69.0
1504208616000,30.3,69.0
1504209216000,30.3,69.0
1504209816000,30.3,69.0
1504210416000,30.4,69.0
1504211016000,30.4,69.0
1504211616000,30.4,69.0
1504212216000,30.5,69.0
1504212816000,30.5,69.0
1504213416000,30.5,68.6
1504214016000,30.5,68.6
1504214616000,30.5,68.6
1504215216000,30.5,68.6
1504215816000,30.6,68.6
1504216416000,30.6,68.6
1504217016000,30.6,68.1
1504217616000,30.7,68.1
1504218216000,30.7,68.1
1504218816000,30.7,68.1
1504219416000,30.7,68.1
1504220016000,30.8,68.1
1504220616000,30.8,68.1
1504221216000,30.8,68.2
1504221816000,30.8,68.2
1504222416000,30.8,68.2
1504223016000,30.8,68.2
1504223616000,30.8,68.2
1504224216000,30.8,68.2
1504224816000,30.8,68.2
1504225416000,30.9,67.7
1504226016000,30.9,67.7
1504226616000,30.9,67.7
1504227216000,30.9,67.7
1504227816000,30.9,67.7
1504228416000,30.9,67.7
1504229016000,30.9,67.7
1504229616000,30.9,67.7
1504230216000,30.8,67.7
1504230816000,30.8,68.2
1504231416000,30.8,67.7
1504232016000,30.8,68.2
1504232616000,30.8,67.7
1504233216000,30.8,68.1
1504233816000,30.8,68.2
1504234416000,30.7,68.1
1504235016000,30.7,68.1
1504235616000,30.7,68.1
1504236216000,30.7,68.1
1504236816000,30.7,68.1
1504237416000,30.7,68.1
1504238016000,30.7,68.1
1504238616000,30.6,68.1
1504239216000,30.6,68.1
1504239816000,30.6,68.6
1504240416000,30.6,68.6
1504241016000,30.6,68.6
1504241616000,30.5,68.6
1504242216000,30.5,68.6
1504242816000,30.5,68.6
1504243416000,30.5,68.6
1504244016000,30.5,68.6
1504244616000,30.5,68.6
1504245216000,30.5,68.6
1504245816000,30.5,68.6
1504246416000,30.5,68.6
1504247016000,30.5,68.6
1504247616000,30.5,68.6
1504248216000,30.5,68.6
1504248816000,30.5,68.6
1504249416000,30.5,68.6
1504250016000,30.5,68.6
1504250616000,30.5,68.6
1504251216000,30.5,68.6
1504251816000,30.4,68.6
1504252416000,30.4,69.0
1504253016000,30.4,68.6
1504253616000,30.4,69.0
1504254216000,30.4,69.0
1504254816000,30.4,69.0
1504255416000,30.4,69.0
1504256016000,30.3,69.0
1504256616000,30.3,69.0
1504257216000,30.3,69.0
1504257816000,30.3,69.0
1504258416000,30.3,69.0
1504259016000,30.3,69.0
1504259616000,30.3,69.0
1504260216000,30.3,69.0
1504260816000,30.3,69.0
1504261416000,30.3,69.0
1504262016000,30.3,69.0
1504262616000,30.2,69.0
1504263216000,30.2,69.0
1504263816000,30.2,69.0
1504264416000,30.2,69.0
1504265016000,30.2,69.0
1504265616000,30.2,69.0
1504266216000,30.2,69.0
1504266816000,30.2,69.0
1504267416000,30.2,69.5
1504268016000,30.2,69.5
1504268616000,30.1,69.5
1504269216000,30.1,69.5
1504269816000,30.1,69.4
1504270416000,30.1,69.5
1504271016000,30.1,69.4
1504271616000,30.1,69.4
1504272216000,30.1,69.5
1504272816000,30.1,69.4
1504273416000,30.1,69.4
1504274016000,30.1,69.4
1504274616000,30.0,69.4
1504275216000,30.0,69.4
1504275816000,30.0,69.4
1504276416000,30.0,69.4
1504277016000,30.0,69.4
1504277616000,30.0,69.4
1504278216000,30.0,69.4
1504278816000,30.0,69.4
1504279416000,30.0,69.4
1504280016000,30.0,69.4
1504280616000,30.0,69.4
1504281216000,30.0,69.4
1504281816000,30.0,69.4
1504282416000,30.0,69.4
1504283016000,30.0,69.4
1504283616000,30.0,69.4
1504284216000,30.0,69.4
1504284816000,30.0,69.4
1504285416000,30.0,69.4
1504286016000,30.0,69.4
1504286616000,30.0,69.4
1504287216000,30.0,69.4
1504287816000,30.0,69.4
1504288416000,30.0,69.4
1504289016000,30.0,69.4
1504289616000,30.0,69.4
1504290216000,30.0,69.4
1504290816000,30.0,69.4
1504291416000,30.0,69.4
1504292016000,30.0,69.4
1504292616000,30.0,69.4
1504293216000,30.1,69.4
1504293816000,30.1,69.4
1504294416000,30.1,69.4
1504295016000,30.2,69.5
1504295616000,30.2,69.5
1504296216000,30.2,69.5
1504296816000,30.3,69.5
1504297416000,30.3,69.0
1504298016000,30.4,69.0
1504298616000,30.4,69.0
1504299216000,30.5,69.0
1504299816000,30.5,69.0
1504300416000,30.5,68.6
1504301016000,30.5,68.6
1504301616000,30.6,68.6
1504302216000,30.7,68.6
1504302816000,30.7,68.6
1504303416000,30.8,68.1
1504304016000,30.9,68.2
1504304616000,30.9,68.2
1504305216000,31.0,68.2
1504305816000,31.1,67.7
1504306416000,31.1,67.7
1504307016000,31.2,67.7
1504307616000,31.3,67.3
1504308216000,31.3,67.3
1504308816000,31.4,67.3
1504309416000,31.4,67.3
1504310016000,31.4,67.3
1504310616000,31.5,67.3
